price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,mainroad_label,guestroom_label,basement_label,hotwaterheating_label,airconditioning_label,prefarea_label,furnishingstatus_label
3745000.0,3480.0,2,1.0,1,yes,no,no,no,no,0,yes,semi-furnished,1,0,0,0,0,1,1
3710000.0,3600.0,3,1.0,1,yes,no,no,no,no,1,no,unfurnished,1,0,0,0,0,0,2
3710000.0,4040.0,2,1.0,1,yes,no,no,no,no,0,no,semi-furnished,1,0,0,0,0,0,1
3710000.0,6020.0,3,1.0,1,yes,no,no,no,no,0,no,semi-furnished,1,0,0,0,0,0,1
3710000.0,4050.0,2,1.0,1,yes,no,no,no,no,0,no,furnished,1,0,0,0,0,0,0
3710000.0,3584.0,2,1.0,1,yes,no,no,yes,no,0,no,semi-furnished,1,0,0,1,0,0,1
3703000.0,3120.0,3,1.0,2,no,no,yes,yes,no,0,no,semi-furnished,0,0,1,1,0,0,1
3703000.0,5450.0,2,1.0,1,yes,no,no,no,no,0,no,furnished,1,0,0,0,0,0,0
3675000.0,3630.0,2,1.0,1,yes,no,yes,no,no,0,no,furnished,1,0,1,0,0,0,0
3675000.0,3630.0,2,1.0,1,yes,no,no,no,yes,0,no,unfurnished,1,0,0,0,1,0,2
3675000.0,5640.0,2,1.0,1,no,no,no,no,no,0,no,semi-furnished,0,0,0,0,0,0,1
3675000.0,3600.0,2,1.0,1,yes,no,no,no,no,0,no,furnished,1,0,0,0,0,0,0
3640000.0,4280.0,2,1.0,1,yes,no,no,no,yes,2,no,semi-furnished,1,0,0,0,1,0,1
3640000.0,3570.0,3,1.0,2,yes,no,yes,no,no,0,no,semi-furnished,1,0,1,0,0,0,1
3640000.0,3180.0,3,1.0,2,no,no,yes,no,no,0,no,semi-furnished,0,0,1,0,0,0,1
3640000.0,3000.0,2,1.0,2,yes,no,no,no,yes,0,no,furnished,1,0,0,0,1,0,0
3640000.0,3520.0,2,2.0,1,yes,no,yes,no,no,0,no,semi-furnished,1,0,1,0,0,0,1
3640000.0,5960.0,3,1.0,2,yes,yes,yes,no,no,0,no,unfurnished,1,1,1,0,0,0,2
3640000.0,4130.0,3,2.0,2,yes,no,no,no,no,2,no,semi-furnished,1,0,0,0,0,0,1
3640000.0,2850.0,3,2.0,2,no,no,yes,no,no,0,yes,unfurnished,0,0,1,0,0,1,2
3640000.0,2275.0,3,1.0,3,yes,no,no,yes,yes,0,yes,semi-furnished,1,0,0,1,1,1,1
3633000.0,3520.0,3,1.0,1,yes,no,no,no,no,2,yes,unfurnished,1,0,0,0,0,1,2
3605000.0,4500.0,2,1.0,1,yes,no,no,no,no,0,no,semi-furnished,1,0,0,0,0,0,1
3605000.0,4000.0,2,1.0,1,yes,no,no,no,no,0,yes,semi-furnished,1,0,0,0,0,1,1
3570000.0,3150.0,3,1.0,2,yes,no,yes,no,no,0,no,furnished,1,0,1,0,0,0,0
3570000.0,4500.0,4,2.0,2,yes,no,yes,no,no,2,no,furnished,1,0,1,0,0,0,0
3570000.0,4500.0,2,1.0,1,no,no,no,no,no,0,no,furnished,0,0,0,0,0,0,0
3570000.0,3640.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
3535000.0,3850.0,3,1.0,1,yes,no,no,no,no,2,no,unfurnished,1,0,0,0,0,0,2
3500000.0,4240.0,3,1.0,2,yes,no,no,no,yes,0,no,semi-furnished,1,0,0,0,1,0,1
3500000.0,3650.0,3,1.0,2,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
3500000.0,4600.0,4,1.0,2,yes,no,no,no,no,0,no,semi-furnished,1,0,0,0,0,0,1
3500000.0,2135.0,3,2.0,2,no,no,no,no,no,0,no,unfurnished,0,0,0,0,0,0,2
3500000.0,3036.0,3,1.0,2,yes,no,yes,no,no,0,no,semi-furnished,1,0,1,0,0,0,1
3500000.0,3990.0,3,1.0,2,yes,no,no,no,no,0,no,semi-furnished,1,0,0,0,0,0,1
3500000.0,7424.0,3,1.0,1,no,no,no,no,no,0,no,unfurnished,0,0,0,0,0,0,2
3500000.0,3480.0,3,1.0,1,no,no,no,no,yes,0,no,unfurnished,0,0,0,0,1,0,2
3500000.0,3600.0,5,1.0,2,yes,no,no,no,no,1,no,unfurnished,1,0,0,0,0,0,2
3500000.0,3640.0,2,1.0,1,yes,no,no,no,no,1,no,semi-furnished,1,0,0,0,0,0,1
3500000.0,5900.0,2,1.0,1,yes,no,no,no,no,1,no,furnished,1,0,0,0,0,0,0
3500000.0,3120.0,3,1.0,2,yes,no,no,no,no,1,no,unfurnished,1,0,0,0,0,0,2
3500000.0,7350.0,2,1.0,1,yes,no,no,no,no,1,no,semi-furnished,1,0,0,0,0,0,1
3500000.0,3512.0,2,1.0,1,yes,no,no,no,no,1,yes,unfurnished,1,0,0,0,0,1,2
3500000.0,9500.0,3,1.0,2,yes,no,no,no,no,3,yes,unfurnished,1,0,0,0,0,1,2
3500000.0,5880.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
3500000.0,11812.799999999967,3,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
3493000.0,4900.0,3,1.0,2,no,no,no,no,no,0,no,unfurnished,0,0,0,0,0,0,2
3465000.0,3060.0,3,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
3465000.0,5320.0,2,1.0,1,yes,no,no,no,no,1,yes,unfurnished,1,0,0,0,0,1,2
3465000.0,2145.0,3,1.0,3,yes,no,no,no,no,0,yes,furnished,1,0,0,0,0,1,0
3430000.0,4000.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
3430000.0,3185.0,2,1.0,1,yes,no,no,no,no,2,no,unfurnished,1,0,0,0,0,0,2
3430000.0,3850.0,3,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
3430000.0,2145.0,3,1.0,3,yes,no,no,no,no,0,yes,furnished,1,0,0,0,0,1,0
3430000.0,2610.0,3,1.0,2,yes,no,yes,no,no,0,yes,unfurnished,1,0,1,0,0,1,2
3430000.0,1972.0,3,2.0,2,yes,no,yes,no,no,0,yes,unfurnished,1,0,1,0,0,1,2
3423000.0,4040.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
3395000.0,4785.0,3,1.0,2,yes,yes,yes,no,yes,1,no,furnished,1,1,1,0,1,0,0
3395000.0,3450.0,3,1.0,1,yes,no,yes,no,no,2,no,unfurnished,1,0,1,0,0,0,2
3395000.0,3640.0,2,1.0,1,yes,no,no,no,no,0,no,furnished,1,0,0,0,0,0,0
3360000.0,3500.0,4,1.0,2,yes,no,no,no,yes,2,no,unfurnished,1,0,0,0,1,0,2
3360000.0,4960.0,4,1.0,3,no,no,no,no,no,0,no,semi-furnished,0,0,0,0,0,0,1
3360000.0,4120.0,2,1.0,2,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
3360000.0,4750.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
3360000.0,3720.0,2,1.0,1,no,no,no,no,yes,0,no,unfurnished,0,0,0,0,1,0,2
3360000.0,3750.0,3,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
3360000.0,3100.0,3,1.0,2,no,no,yes,no,no,0,no,semi-furnished,0,0,1,0,0,0,1
3360000.0,3185.0,2,1.0,1,yes,no,yes,no,no,2,no,furnished,1,0,1,0,0,0,0
3353000.0,2700.0,3,1.0,1,no,no,no,no,no,0,no,furnished,0,0,0,0,0,0,0
3332000.0,2145.0,3,1.0,2,yes,no,yes,no,no,0,yes,furnished,1,0,1,0,0,1,0
3325000.0,4040.0,2,1.0,1,yes,no,no,no,no,1,no,unfurnished,1,0,0,0,0,0,2
3325000.0,4775.0,4,1.0,2,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
3290000.0,2500.0,2,1.0,1,no,no,no,no,yes,0,no,unfurnished,0,0,0,0,1,0,2
3290000.0,3180.0,4,1.0,2,yes,no,yes,no,yes,0,no,unfurnished,1,0,1,0,1,0,2
3290000.0,6060.0,3,1.0,1,yes,yes,yes,no,no,0,no,furnished,1,1,1,0,0,0,0
3290000.0,3480.0,4,1.0,2,no,no,no,no,no,1,no,semi-furnished,0,0,0,0,0,0,1
3290000.0,3792.0,4,1.0,2,yes,no,no,no,no,0,no,semi-furnished,1,0,0,0,0,0,1
3290000.0,4040.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
3290000.0,2145.0,3,1.0,2,yes,no,yes,no,no,0,yes,furnished,1,0,1,0,0,1,0
3290000.0,5880.0,3,1.0,1,yes,no,no,no,no,1,no,unfurnished,1,0,0,0,0,0,2
3255000.0,4500.0,2,1.0,1,no,no,no,no,no,0,no,semi-furnished,0,0,0,0,0,0,1
3255000.0,3930.0,2,1.0,1,no,no,no,no,no,0,no,unfurnished,0,0,0,0,0,0,2
3234000.0,3640.0,4,1.0,2,yes,no,yes,no,no,0,no,unfurnished,1,0,1,0,0,0,2
3220000.0,4370.0,3,1.0,2,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
3220000.0,2684.0,2,1.0,1,yes,no,no,no,yes,1,no,unfurnished,1,0,0,0,1,0,2
3220000.0,4320.0,3,1.0,1,no,no,no,no,no,1,no,unfurnished,0,0,0,0,0,0,2
3220000.0,3120.0,3,1.0,2,no,no,no,no,no,0,no,furnished,0,0,0,0,0,0,0
3150000.0,3450.0,2,1.0,1,yes,no,no,no,no,0,no,furnished,1,0,0,0,0,0,0
3150000.0,3986.0,2,2.0,1,no,yes,yes,no,no,1,no,unfurnished,0,1,1,0,0,0,2
3150000.0,3500.0,2,1.0,1,no,no,yes,no,no,0,no,semi-furnished,0,0,1,0,0,0,1
3150000.0,4095.0,2,1.0,1,yes,no,no,no,no,2,no,semi-furnished,1,0,0,0,0,0,1
3150000.0,1972.0,3,1.0,2,no,no,yes,no,no,0,no,unfurnished,0,0,1,0,0,0,2
3150000.0,3450.0,3,1.0,2,yes,no,yes,no,no,0,no,semi-furnished,1,0,1,0,0,0,1
3150000.0,6750.0,2,1.0,1,yes,no,no,no,no,0,no,semi-furnished,1,0,0,0,0,0,1
3150000.0,9000.0,3,1.0,2,yes,no,no,no,no,2,no,semi-furnished,1,0,0,0,0,0,1
3150000.0,3069.0,2,1.0,1,yes,no,no,no,no,1,no,unfurnished,1,0,0,0,0,0,2
3143000.0,4500.0,3,1.0,2,yes,no,no,no,yes,0,no,unfurnished,1,0,0,0,1,0,2
3129000.0,5495.0,3,1.0,1,yes,no,yes,no,no,0,no,unfurnished,1,0,1,0,0,0,2
3118850.0,2398.0,3,1.0,1,yes,no,no,no,no,0,yes,semi-furnished,1,0,0,0,0,1,1
3115000.0,3000.0,3,1.0,1,no,no,no,no,yes,0,no,unfurnished,0,0,0,0,1,0,2
3115000.0,3850.0,3,1.0,2,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
3115000.0,3500.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
3087000.0,8100.0,2,1.0,1,yes,no,no,no,no,1,no,unfurnished,1,0,0,0,0,0,2
3080000.0,4960.0,2,1.0,1,yes,no,yes,no,yes,0,no,unfurnished,1,0,1,0,1,0,2
3080000.0,2160.0,3,1.0,2,no,no,yes,no,no,0,no,semi-furnished,0,0,1,0,0,0,1
3080000.0,3090.0,2,1.0,1,yes,yes,yes,no,no,0,no,unfurnished,1,1,1,0,0,0,2
3080000.0,4500.0,2,1.0,2,yes,no,no,yes,no,1,no,semi-furnished,1,0,0,1,0,0,1
3045000.0,3800.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
3010000.0,3090.0,3,1.0,2,no,no,no,no,no,0,no,semi-furnished,0,0,0,0,0,0,1
3010000.0,3240.0,3,1.0,2,yes,no,no,no,no,2,no,semi-furnished,1,0,0,0,0,0,1
3010000.0,2835.0,2,1.0,1,yes,no,no,no,no,0,no,semi-furnished,1,0,0,0,0,0,1
3010000.0,4600.0,2,1.0,1,yes,no,no,no,no,0,no,furnished,1,0,0,0,0,0,0
3010000.0,5076.0,3,1.0,1,no,no,no,no,no,0,no,unfurnished,0,0,0,0,0,0,2
3010000.0,3750.0,3,1.0,2,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
3010000.0,3630.0,4,1.0,2,yes,no,no,no,no,3,no,semi-furnished,1,0,0,0,0,0,1
3003000.0,8050.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2975000.0,4352.0,4,1.0,2,no,no,no,no,no,1,no,unfurnished,0,0,0,0,0,0,2
2961000.0,3000.0,2,1.0,2,yes,no,no,no,no,0,no,semi-furnished,1,0,0,0,0,0,1
2940000.0,5850.0,3,1.0,2,yes,no,yes,no,no,1,no,unfurnished,1,0,1,0,0,0,2
2940000.0,4960.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2940000.0,3600.0,3,1.0,2,no,no,no,no,no,1,no,unfurnished,0,0,0,0,0,0,2
2940000.0,3660.0,4,1.0,2,no,no,no,no,no,0,no,unfurnished,0,0,0,0,0,0,2
2940000.0,3480.0,3,1.0,2,no,no,no,no,no,1,no,semi-furnished,0,0,0,0,0,0,1
2940000.0,2700.0,2,1.0,1,no,no,no,no,no,0,no,furnished,0,0,0,0,0,0,0
2940000.0,3150.0,3,1.0,2,no,no,no,no,no,0,no,unfurnished,0,0,0,0,0,0,2
2940000.0,6615.0,3,1.0,2,yes,no,no,no,no,0,no,semi-furnished,1,0,0,0,0,0,1
2870000.0,3040.0,2,1.0,1,no,no,no,no,no,0,no,unfurnished,0,0,0,0,0,0,2
2870000.0,3630.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2870000.0,6000.0,2,1.0,1,yes,no,no,no,no,0,no,semi-furnished,1,0,0,0,0,0,1
2870000.0,5400.0,4,1.0,2,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2852500.0,5200.0,4,1.0,3,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2835000.0,3300.0,3,1.0,2,no,no,no,no,no,1,no,semi-furnished,0,0,0,0,0,0,1
2835000.0,4350.0,3,1.0,2,no,no,no,yes,no,1,no,unfurnished,0,0,0,1,0,0,2
2835000.0,2640.0,2,1.0,1,no,no,no,no,no,1,no,furnished,0,0,0,0,0,0,0
2800000.0,2650.0,3,1.0,2,yes,no,yes,no,no,1,no,unfurnished,1,0,1,0,0,0,2
2800000.0,3960.0,3,1.0,1,yes,no,no,no,no,0,no,furnished,1,0,0,0,0,0,0
2730000.0,6800.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2730000.0,4000.0,3,1.0,2,yes,no,no,no,no,1,no,unfurnished,1,0,0,0,0,0,2
2695000.0,4000.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2660000.0,3934.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2660000.0,2000.0,2,1.0,2,yes,no,no,no,no,0,no,semi-furnished,1,0,0,0,0,0,1
2660000.0,3630.0,3,3.0,2,no,yes,no,no,no,0,no,unfurnished,0,1,0,0,0,0,2
2660000.0,2800.0,3,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2660000.0,2430.0,3,1.0,1,no,no,no,no,no,0,no,unfurnished,0,0,0,0,0,0,2
2660000.0,3480.0,2,1.0,1,yes,no,no,no,no,1,no,semi-furnished,1,0,0,0,0,0,1
2660000.0,4000.0,3,1.0,1,yes,no,no,no,no,0,no,semi-furnished,1,0,0,0,0,0,1
2653000.0,3185.0,2,1.0,1,yes,no,no,no,yes,0,no,unfurnished,1,0,0,0,1,0,2
2653000.0,4000.0,3,1.0,2,yes,no,no,no,yes,0,no,unfurnished,1,0,0,0,1,0,2
2604000.0,2910.0,2,1.0,1,no,no,no,no,no,0,no,unfurnished,0,0,0,0,0,0,2
2590000.0,3600.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2590000.0,4400.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2590000.0,3600.0,2,2.0,2,yes,no,yes,no,no,1,no,furnished,1,0,1,0,0,0,0
2520000.0,2880.0,3,1.0,1,no,no,no,no,no,0,no,unfurnished,0,0,0,0,0,0,2
2520000.0,3180.0,3,1.0,1,no,no,no,no,no,0,no,unfurnished,0,0,0,0,0,0,2
2520000.0,3000.0,2,1.0,2,yes,no,no,no,no,0,no,furnished,1,0,0,0,0,0,0
2485000.0,4400.0,3,1.0,2,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2485000.0,3000.0,3,1.0,2,no,no,no,no,no,0,no,semi-furnished,0,0,0,0,0,0,1
2450000.0,3210.0,3,1.0,2,yes,no,yes,no,no,0,no,unfurnished,1,0,1,0,0,0,2
2450000.0,3240.0,2,1.0,1,no,yes,no,no,no,1,no,unfurnished,0,1,0,0,0,0,2
2450000.0,3000.0,2,1.0,1,yes,no,no,no,no,1,no,unfurnished,1,0,0,0,0,0,2
2450000.0,3500.0,2,1.0,1,yes,yes,no,no,no,0,no,unfurnished,1,1,0,0,0,0,2
2450000.0,4840.0,2,1.0,2,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2450000.0,7700.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2408000.0,3635.0,2,1.0,1,no,no,no,no,no,0,no,unfurnished,0,0,0,0,0,0,2
2380000.0,2475.0,3,1.0,2,yes,no,no,no,no,0,no,furnished,1,0,0,0,0,0,0
2380000.0,2787.0,4,2.0,2,yes,no,no,no,no,0,no,furnished,1,0,0,0,0,0,0
2380000.0,3264.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2345000.0,3640.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2310000.0,3180.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2275000.0,1972.0,2,1.0,1,no,no,yes,no,no,0,no,semi-furnished,0,0,1,0,0,0,1
2275000.0,3970.0,2,1.0,1,no,no,no,no,no,0,no,unfurnished,0,0,0,0,0,0,2
2275000.0,3970.0,3,1.0,2,yes,no,yes,no,no,0,no,unfurnished,1,0,1,0,0,0,2
2240000.0,1972.0,3,1.0,1,no,no,no,yes,no,0,no,unfurnished,0,0,0,1,0,0,2
2233000.0,5300.0,3,1.0,1,no,no,no,no,yes,0,yes,unfurnished,0,0,0,0,1,1,2
2135000.0,3000.0,2,1.0,1,no,no,no,no,no,0,no,unfurnished,0,0,0,0,0,0,2
2100000.0,2400.0,3,1.0,2,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2100000.0,3000.0,4,1.0,2,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
2100000.0,3360.0,2,1.0,1,yes,no,no,no,no,1,no,unfurnished,1,0,0,0,0,0,2
1960000.0,3420.0,5,1.0,2,no,no,no,no,no,0,no,unfurnished,0,0,0,0,0,0,2
1890000.0,1972.0,3,1.0,2,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
1890000.0,3649.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
1870400.0,2990.0,2,1.0,1,no,no,no,no,no,1,no,unfurnished,0,0,0,0,0,0,2
1870400.0,3000.0,2,1.0,1,yes,no,yes,no,no,2,no,unfurnished,1,0,1,0,0,0,2
1870400.0,2400.0,3,1.0,1,no,no,no,no,no,0,no,semi-furnished,0,0,0,0,0,0,1
1870400.0,3620.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
1870400.0,2910.0,3,1.0,1,no,no,no,no,no,0,no,furnished,0,0,0,0,0,0,0
1870400.0,3850.0,3,1.0,2,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
